Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2803,CA-2017-147354,09-03-17,13-03-17,Standard Class,KB-16315,Karl Braun,California,90008,West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,5,0.2,9.6375
2804,US-2017-102904,13-11-17,20-11-17,Standard Class,CB-12025,Cassandra Brandow,Alabama,35601,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,239.92,8,0,23.992
2805,US-2017-108315,30-04-17,04-05-17,Standard Class,MH-18115,Mick Hernandez,Florida,32771,South,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.842,3,0.7,-3.5508
2806,US-2017-108315,30-04-17,04-05-17,Standard Class,MH-18115,Mick Hernandez,Florida,32771,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.704,6,0.2,-8.2764
2807,CA-2017-101273,27-08-17,30-08-17,Second Class,ST-20530,Shui Tom,Florida,34952,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,14.336,4,0.2,0.896
2808,CA-2017-106747,03-07-17,04-07-17,First Class,TS-21505,Tony Sayre,New Hampshire,3301,East,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,102.3,1,0,26.598
2809,CA-2017-146164,22-12-17,26-12-17,Standard Class,CM-12190,Charlotte Melton,Minnesota,55901,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52,2,0,97.2032
2810,CA-2017-146164,22-12-17,26-12-17,Standard Class,CM-12190,Charlotte Melton,Minnesota,55901,Central,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,31.16,2,0,7.79
2811,US-2017-132927,09-12-17,15-12-17,Standard Class,RD-19720,Roger Demir,Pennsylvania,19134,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,-8.1312
2812,CA-2017-162015,11-07-17,18-07-17,Standard Class,KB-16240,Karen Bern,California,90049,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,5,0,244.6155
2813,CA-2017-162015,11-07-17,18-07-17,Standard Class,KB-16240,Karen Bern,California,90049,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5,0,43.706
2814,CA-2017-145338,29-01-17,01-02-17,First Class,BD-11770,Bryan Davis,Pennsylvania,19120,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",4.768,2,0.2,0.4768
2815,CA-2017-126676,29-09-17,01-10-17,First Class,FH-14365,Fred Hopkins,New York,11550,East,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,7.98,3,0,3.9102
2816,CA-2017-101700,23-04-17,26-04-17,First Class,SO-20335,Sean O'Donnell,Colorado,80634,West,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,18.688,2,0.2,7.008
2817,CA-2017-101700,23-04-17,26-04-17,First Class,SO-20335,Sean O'Donnell,Colorado,80634,West,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",11.664,3,0.2,3.3534
2818,CA-2017-159667,09-11-17,13-11-17,Standard Class,PM-19135,Peter McVee,Florida,32216,South,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,191.976,3,0.2,38.3952
2819,CA-2017-159667,09-11-17,13-11-17,Standard Class,PM-19135,Peter McVee,Florida,32216,South,TEC-PH-10004094,Technology,Phones,Motorola L703CM,499.168,4,0.2,31.198
2820,CA-2017-162936,18-08-17,22-08-17,Standard Class,CM-12160,Charles McCrossin,Massachusetts,2740,East,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",23.18,2,0,7.6494
2821,CA-2017-123624,13-11-17,17-11-17,Second Class,SE-20110,Sanjit Engle,California,93030,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0,29.0325
2822,CA-2017-117513,03-03-17,08-03-17,Standard Class,BT-11395,Bill Tyler,California,90004,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877
2823,CA-2017-132437,08-09-17,13-09-17,Second Class,EM-14095,Eudokia Martin,New York,10024,East,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,65.12,4,0,16.9312
2824,US-2017-119319,06-11-17,09-11-17,Second Class,LC-17050,Liz Carlisle,Texas,75217,Central,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,5,0.6,-19.864
2825,CA-2017-104318,13-05-17,18-05-17,Standard Class,FH-14275,Frank Hawley,Tennessee,37064,South,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.768,2,0.2,2.3364
2826,CA-2017-159793,25-08-17,29-08-17,Standard Class,SV-20365,Seth Vernon,Pennsylvania,19140,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,130.98,2,0.5,-89.0664
2827,CA-2017-151281,27-04-17,02-05-17,Standard Class,HM-14980,Henry MacAllister,Washington,98105,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58,7,0,39.0824
2828,CA-2017-118346,23-07-17,24-07-17,First Class,PO-19180,Philisse Overcash,Wisconsin,53142,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,399.95,5,0,143.982
2829,US-2017-148551,12-01-17,16-01-17,Standard Class,DB-13120,David Bremer,Texas,75217,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,760.98,5,0.8,-1141.47
2830,CA-2017-147767,02-12-17,02-12-17,Same Day,SV-20935,Susan Vittorini,Arizona,85345,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,67.86,6,0.7,-45.24
2831,CA-2017-124765,25-11-17,30-11-17,Standard Class,HZ-14950,Henia Zydlo,Florida,33311,South,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92,5,0.2,-81.441
2832,CA-2017-126634,30-03-17,01-04-17,Second Class,AB-10165,Alan Barnes,California,90712,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,94.2,5,0,39.564
2833,CA-2017-163265,16-02-17,21-02-17,Standard Class,JS-16030,Joy Smith,Illinois,62521,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",18.368,2,0.2,6.1992
2834,CA-2017-163265,16-02-17,21-02-17,Standard Class,JS-16030,Joy Smith,Illinois,62521,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
2835,CA-2017-163265,16-02-17,21-02-17,Standard Class,JS-16030,Joy Smith,Illinois,62521,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",50.352,3,0.2,-8.1822
2836,CA-2017-163265,16-02-17,21-02-17,Standard Class,JS-16030,Joy Smith,Illinois,62521,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,28.032,6,0.2,3.504
2837,CA-2017-163265,16-02-17,21-02-17,Standard Class,JS-16030,Joy Smith,Illinois,62521,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",7.692,1,0.6,-3.6537
2838,CA-2017-141705,24-10-17,26-10-17,First Class,PO-18850,Patrick O'Brill,Texas,76063,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,517.405,5,0.3,-81.3065
2839,CA-2017-101665,25-11-17,01-12-17,Standard Class,TZ-21580,Tracy Zic,California,94122,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0,1.3416
2840,CA-2017-137323,14-11-17,18-11-17,Second Class,PW-19030,Pauline Webber,New York,13601,East,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",96.36,6,0,25.0536
2841,CA-2017-127096,15-09-17,17-09-17,Second Class,CS-12400,Christopher Schild,California,94109,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839
2842,CA-2017-119284,15-06-17,20-06-17,Standard Class,TS-21205,Thomas Seio,Tennessee,37211,South,TEC-PH-10001051,Technology,Phones,HTC One,239.976,3,0.2,26.9973
2843,CA-2017-119284,15-06-17,20-06-17,Standard Class,TS-21205,Thomas Seio,Tennessee,37211,South,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,31.168,4,0.2,9.3504
2844,CA-2017-119284,15-06-17,20-06-17,Standard Class,TS-21205,Thomas Seio,Tennessee,37211,South,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96,2,0.4,-28.224
2845,CA-2017-119284,15-06-17,20-06-17,Standard Class,TS-21205,Thomas Seio,Tennessee,37211,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2239.936,8,0.2,223.9936
2846,CA-2017-119284,15-06-17,20-06-17,Standard Class,TS-21205,Thomas Seio,Tennessee,37211,South,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,76.608,8,0.2,6.7032
2847,CA-2017-119284,15-06-17,20-06-17,Standard Class,TS-21205,Thomas Seio,Tennessee,37211,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847
2848,CA-2017-119284,15-06-17,20-06-17,Standard Class,TS-21205,Thomas Seio,Tennessee,37211,South,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36,5,0.2,29.692
2849,CA-2017-136623,11-07-17,16-07-17,Standard Class,TS-21430,Tom Stivers,California,92105,West,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,71.952,6,0.2,5.3964
2850,CA-2017-136623,11-07-17,16-07-17,Standard Class,TS-21430,Tom Stivers,California,92105,West,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5,0.2,9.3125
2851,CA-2017-121678,16-11-17,20-11-17,Second Class,BM-11650,Brian Moss,Ohio,44035,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,1.824,1,0.7,-1.3984
2852,CA-2017-148145,18-03-17,23-03-17,Standard Class,SW-20275,Scott Williamson,Washington,98115,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,46.2,4,0,21.252
2853,CA-2017-116988,27-06-17,29-06-17,Second Class,PW-19030,Pauline Webber,Washington,98105,West,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,19.44,3,0,9.3312
2854,CA-2017-116988,27-06-17,29-06-17,Second Class,PW-19030,Pauline Webber,Washington,98105,West,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,40.416
2855,CA-2017-116988,27-06-17,29-06-17,Second Class,PW-19030,Pauline Webber,Washington,98105,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,5,0,244.6155
2856,CA-2017-161592,06-04-17,10-04-17,Standard Class,CS-12175,Charles Sheldon,Tennessee,37421,South,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.1,5,0.7,-5.94
2857,US-2017-131961,08-12-17,11-12-17,First Class,MJ-17740,Max Jones,Pennsylvania,19140,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,13.248,4,0.2,3.6432
2858,US-2017-131961,08-12-17,11-12-17,First Class,MJ-17740,Max Jones,Pennsylvania,19140,East,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,83.988,2,0.4,-20.997
2859,CA-2017-128076,02-02-17,07-02-17,Standard Class,BO-11350,Bill Overfelt,California,92105,West,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,210.58,2,0,12.6348
2860,CA-2017-128076,02-02-17,07-02-17,Standard Class,BO-11350,Bill Overfelt,California,92105,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,2,0.2,10.062
2861,CA-2017-128076,02-02-17,07-02-17,Standard Class,BO-11350,Bill Overfelt,California,92105,West,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",239.984,2,0.2,38.9974
2862,CA-2017-152198,09-09-17,10-09-17,First Class,JD-16015,Joy Daniels,Ohio,43615,East,OFF-LA-10000443,Office Supplies,Labels,Avery 501,17.712,6,0.2,5.9778
2863,CA-2017-152198,09-09-17,10-09-17,First Class,JD-16015,Joy Daniels,Ohio,43615,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,4.86,3,0.7,-3.564
2864,CA-2017-152198,09-09-17,10-09-17,First Class,JD-16015,Joy Daniels,Ohio,43615,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",6.258,2,0.7,-5.215
2865,CA-2017-115882,14-09-17,17-09-17,First Class,DB-13555,Dorothy Badders,North Carolina,27604,South,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,942.784,4,0.2,94.2784
2866,CA-2017-115882,14-09-17,17-09-17,First Class,DB-13555,Dorothy Badders,North Carolina,27604,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235
2867,CA-2017-135377,13-12-17,18-12-17,Standard Class,BP-11095,Bart Pistole,New York,10024,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",287.976,3,0.2,7.1994
2868,US-2017-129224,17-03-17,23-03-17,Standard Class,AS-10630,Ann Steele,Tennessee,37918,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704
2869,CA-2017-145765,28-05-17,02-06-17,Standard Class,CM-11815,Candace McMahon,Arizona,85023,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,5,0.2,19.596
2870,CA-2017-145765,28-05-17,02-06-17,Standard Class,CM-11815,Candace McMahon,Arizona,85023,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,15.552,3,0.2,5.4432
2871,CA-2017-145765,28-05-17,02-06-17,Standard Class,CM-11815,Candace McMahon,Arizona,85023,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,271.968,4,0.2,54.3936
2872,CA-2017-126914,15-06-17,19-06-17,Standard Class,JE-15715,Joe Elijah,North Carolina,28110,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764
2873,CA-2017-126914,15-06-17,19-06-17,Standard Class,JE-15715,Joe Elijah,North Carolina,28110,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.728,2,0.2,-3.8864
2874,CA-2017-162075,18-03-17,24-03-17,Standard Class,TT-21220,Thomas Thornton,Texas,77041,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,537.544,7,0.2,47.0351
2875,CA-2017-148992,23-11-17,27-11-17,Standard Class,CS-12250,Chris Selesnick,Illinois,60623,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,10.688,2,0.2,3.7408
2876,US-2017-100398,19-08-17,23-08-17,Standard Class,DO-13435,Denny Ordway,Utah,84106,West,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,3,0.2,37.236
2877,US-2017-110646,26-10-17,31-10-17,Standard Class,JF-15190,Jamie Frazer,Pennsylvania,19134,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",33.282,3,0.7,-27.735
2878,US-2017-110646,26-10-17,31-10-17,Standard Class,JF-15190,Jamie Frazer,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,118.65,5,0.4,19.775
2879,US-2017-110646,26-10-17,31-10-17,Standard Class,JF-15190,Jamie Frazer,Pennsylvania,19134,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,14.76,5,0.2,4.9815
2880,CA-2017-120614,30-05-17,04-06-17,Standard Class,SM-20950,Suzanne McNair,California,90004,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0,18.0096
2881,CA-2017-100622,03-11-17,07-11-17,Standard Class,DK-13090,Dave Kipp,Florida,32839,South,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,959.984,2,0.2,311.9948
2882,CA-2017-100622,03-11-17,07-11-17,Standard Class,DK-13090,Dave Kipp,Florida,32839,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,4.086,2,0.7,-2.9964
2883,CA-2017-100622,03-11-17,07-11-17,Standard Class,DK-13090,Dave Kipp,Florida,32839,South,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,0.2,4.1988
2884,CA-2017-100622,03-11-17,07-11-17,Standard Class,DK-13090,Dave Kipp,Florida,32839,South,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,10.688,2,0.2,3.7408
2885,CA-2017-117156,21-03-17,23-03-17,Second Class,TB-21055,Ted Butterfield,Pennsylvania,19601,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3,0.2,2.8782
2886,US-2017-132675,24-09-17,28-09-17,Standard Class,KF-16285,Karen Ferguson,Georgia,30328,South,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,1,0,3.8775
2887,US-2017-132675,24-09-17,28-09-17,Standard Class,KF-16285,Karen Ferguson,Georgia,30328,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,89.9,2,0,25.172
2888,US-2017-132675,24-09-17,28-09-17,Standard Class,KF-16285,Karen Ferguson,Georgia,30328,South,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,14.28,4,0,3.7128
2889,US-2017-132675,24-09-17,28-09-17,Standard Class,KF-16285,Karen Ferguson,Georgia,30328,South,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",12.72,3,0,4.9608
2890,US-2017-132675,24-09-17,28-09-17,Standard Class,KF-16285,Karen Ferguson,Georgia,30328,South,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75,5,0,7.56
2891,CA-2017-156664,18-12-17,23-12-17,Standard Class,BP-11290,Beth Paige,Ohio,43229,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",7.236,3,0.7,-6.03
2892,CA-2017-156664,18-12-17,23-12-17,Standard Class,BP-11290,Beth Paige,Ohio,43229,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.824,3,0.2,1.7487
2893,CA-2017-156664,18-12-17,23-12-17,Standard Class,BP-11290,Beth Paige,Ohio,43229,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,5,0.2,29.692
2894,CA-2017-156664,18-12-17,23-12-17,Standard Class,BP-11290,Beth Paige,Ohio,43229,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,130.112,2,0.2,13.0112
2895,CA-2017-163671,24-12-17,30-12-17,Standard Class,DP-13105,Dave Poirier,Idaho,83642,West,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,21.312,3,0.2,7.992
2896,CA-2017-135909,13-10-17,20-10-17,Standard Class,JW-15220,Jane Waco,California,95823,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,209.94,6,0,39.8886
2897,CA-2017-135909,13-10-17,20-10-17,Standard Class,JW-15220,Jane Waco,California,95823,West,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2,0.2,-7.996
2898,CA-2017-135909,13-10-17,20-10-17,Standard Class,JW-15220,Jane Waco,California,95823,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,5,0.2,1906.485
2899,US-2017-114356,20-08-17,26-08-17,Standard Class,TT-21460,Tonja Turnell,North Carolina,28205,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,35.96,1,0.2,3.596
2900,CA-2017-101805,01-12-17,06-12-17,Standard Class,SH-19975,Sally Hughsby,Washington,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.92,5,0.2,5.373
2901,CA-2017-101805,01-12-17,06-12-17,Standard Class,SH-19975,Sally Hughsby,Washington,98105,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,70.68,12,0,31.0992
2902,CA-2017-101805,01-12-17,06-12-17,Standard Class,SH-19975,Sally Hughsby,Washington,98105,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0,5.4124
2903,CA-2017-142489,14-11-17,16-11-17,Second Class,TC-21295,Toby Carlisle,Texas,77095,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,21.99,5,0.8,-32.985
2904,CA-2017-126928,17-09-17,23-09-17,Standard Class,GZ-14470,Gary Zandusky,New Jersey,7960,East,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,480,4,0,225.6
2905,CA-2017-126928,17-09-17,23-09-17,Standard Class,GZ-14470,Gary Zandusky,New Jersey,7960,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,0,9.534
2906,US-2017-115252,20-10-17,25-10-17,Standard Class,MY-18295,Muhammed Yedwab,North Carolina,27707,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,15.984,2,0.2,1.3986
2907,US-2017-115252,20-10-17,25-10-17,Standard Class,MY-18295,Muhammed Yedwab,North Carolina,27707,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14.352,3,0.2,4.485
2908,CA-2017-103968,01-12-17,07-12-17,Standard Class,ML-17755,Max Ludwig,California,95207,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,9,0,107.0388
2909,CA-2017-160661,28-10-17,01-11-17,Standard Class,SA-20830,Sue Ann Reed,Massachusetts,2149,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,21.93,3,0,10.3071
2910,CA-2017-102610,04-11-17,08-11-17,Standard Class,CA-12265,Christina Anderson,Tennessee,37421,South,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,95.976,3,0.2,15.5961
2911,CA-2017-102610,04-11-17,08-11-17,Standard Class,CA-12265,Christina Anderson,Tennessee,37421,South,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,143.928,9,0.2,-32.3838
2912,CA-2017-102610,04-11-17,08-11-17,Standard Class,CA-12265,Christina Anderson,Tennessee,37421,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,2,0.7,-2.97
2913,CA-2017-102610,04-11-17,08-11-17,Standard Class,CA-12265,Christina Anderson,Tennessee,37421,South,OFF-LA-10002195,Office Supplies,Labels,Avery 481,4.928,2,0.2,1.7248
2914,CA-2017-133928,11-06-17,17-06-17,Standard Class,ZC-21910,Zuschuss Carroll,North Carolina,28601,South,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.572,4,0.7,-3.81
2915,CA-2017-143252,18-12-17,24-12-17,Standard Class,HE-14800,Harold Engle,Wisconsin,53209,Central,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,99.95,5,0,22.9885
2916,CA-2017-143252,18-12-17,24-12-17,Standard Class,HE-14800,Harold Engle,Wisconsin,53209,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",29.34,3,0,10.8558
2917,CA-2017-130036,27-08-17,27-08-17,Same Day,BP-11185,Ben Peterman,Pennsylvania,19120,East,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,12.672,3,0.2,3.96
2918,CA-2017-130036,27-08-17,27-08-17,Same Day,BP-11185,Ben Peterman,Pennsylvania,19120,East,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,1119.888,14,0.2,209.979
2919,CA-2017-111717,10-10-17,16-10-17,Standard Class,SW-20245,Scot Wooten,Illinois,60505,Central,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,239.358,3,0.3,-47.8716
2920,CA-2017-148355,24-12-17,28-12-17,Standard Class,NC-18535,Nick Crebassa,Massachusetts,2740,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.44,3,0,9.3312
2921,CA-2017-148355,24-12-17,28-12-17,Standard Class,NC-18535,Nick Crebassa,Massachusetts,2740,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12.3,5,0,6.15
2922,CA-2017-150910,22-12-17,28-12-17,Standard Class,JL-15130,Jack Lebron,Tennessee,38301,South,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",934.956,6,0.4,-249.3216
2923,CA-2017-150910,22-12-17,28-12-17,Standard Class,JL-15130,Jack Lebron,Tennessee,38301,South,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,7.6154
2924,CA-2017-150910,22-12-17,28-12-17,Standard Class,JL-15130,Jack Lebron,Tennessee,38301,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26.16,3,0.2,1.962
2925,CA-2017-150910,22-12-17,28-12-17,Standard Class,JL-15130,Jack Lebron,Tennessee,38301,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,23.128,7,0.2,2.891
2926,CA-2017-150910,22-12-17,28-12-17,Standard Class,JL-15130,Jack Lebron,Tennessee,38301,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59.24,5,0.2,16.291
2927,CA-2017-105620,25-12-17,28-12-17,First Class,JH-15430,Jennifer Halladay,Florida,33012,South,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",21,3,0.2,5.775
